gene	mean_expr	CV	log2FC	padj	description
g11576	112.0	0.3531	0.782	0.1913	sp|A6U025|NMO_STAA2 Probable nitronate monooxygenase OS=Staphylococcus aureus (strain JH1) OX=359787 GN=SaurJH1_0937 PE=3 SV=1
g1066	89.2	0.2133	0.237	0.8777	
g2843	97.5	0.2649	0.336	0.8040	
g10114	201.1	0.9009	0.128	0.9683	sp|O74468|SUMT_SCHPO Probable uroporphyrinogen-III C-methyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1739.06c PE=2 SV=1
g9180	83.2	0.1778	-0.315	0.8284	
g12189	100.3	0.2827	0.317	0.8522	
g6812	84.0	0.1829	-0.195	0.9110	
g5527	90.7	0.2243	-0.628	0.4260	
g8631	90.2	0.2211	0.063	0.9752	
g6582	79.8	0.1574	0.117	0.9543	sp|Q6ZQF0|TOPB1_MOUSE DNA topoisomerase 2-binding protein 1 OS=Mus musculus OX=10090 GN=Topbp1 PE=1 SV=2
g13276	96.7	0.2615	0.354	0.7755	sp|A4IGF3|ATP23_DANRE Mitochondrial inner membrane protease ATP23 homolog OS=Danio rerio OX=7955 GN=atp23 PE=2 SV=1
g204	73.8	0.1203	-0.053	0.9823	sp|Q5XHZ9|PCH2_RAT Pachytene checkpoint protein 2 homolog OS=Rattus norvegicus OX=10116 GN=Trip13 PE=2 SV=1
g10429	117.8	0.3912	-0.514	0.5753	
g14818	86.1	0.1967	-0.060	0.9763	
g3751	95.9	0.2565	-0.623	0.4610	sp|Q6P7N4|HMCES_XENTR Abasic site processing protein HMCES OS=Xenopus tropicalis OX=8364 GN=hmces PE=2 SV=1
g4900	171.7	0.7233	-0.382	0.6831	sp|Q7XJ53|P2C35_ARATH Probable protein phosphatase 2C 35 OS=Arabidopsis thaliana OX=3702 GN=At3g06270 PE=2 SV=1
g166	84.5	0.1870	0.379	0.7551	sp|Q9Y535|RPC8_HUMAN DNA-directed RNA polymerase III subunit RPC8 OS=Homo sapiens OX=9606 GN=POLR3H PE=1 SV=1
g15696	85.2	0.1914	0.483	0.6244	
g8629	82.8	0.1765	0.448	0.6652	sp|Q9BRT8|ZNG1A_HUMAN Zinc-regulated GTPase metalloprotein activator 1A OS=Homo sapiens OX=9606 GN=ZNG1A PE=1 SV=1
g2155	80.3	0.1614	-0.199	0.9165	sp|Q6AXQ0|SAE1_RAT SUMO-activating enzyme subunit 1 OS=Rattus norvegicus OX=10116 GN=Sae1 PE=2 SV=1
g221	94.2	0.2472	-0.238	0.8949	sp|Q43470|1433B_HORVU 14-3-3-like protein B OS=Hordeum vulgare OX=4513 PE=2 SV=1
g1614	105.7	0.3183	0.260	0.8826	
g3890	96.1	0.2596	-0.632	0.3776	
g14476	111.3	0.3536	0.680	0.3138	
g6532	148.1	0.5800	-0.481	0.7447	
g11766	84.1	0.1857	0.294	0.8391	
g8727	98.4	0.2743	0.574	0.4742	sp|P53219|IMO32_YEAST Probable alcohol acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMO32 PE=1 SV=1
g10652	89.0	0.2160	-0.120	0.9511	
g4809	94.8	0.2522	0.199	0.9001	
g8395	166.4	0.6939	-0.818	0.3561	
g5088	78.2	0.1495	0.121	0.9509	
g6701	76.9	0.1420	0.311	0.8226	sp|Q05AW9|SMG9_XENLA Nonsense-mediated mRNA decay factor SMG9 OS=Xenopus laevis OX=8355 GN=smg9 PE=2 SV=1
g5059	70.8	0.1043	0.104	0.9614	sp|Q3A370|KDSB_SYNC1 3-deoxy-manno-octulosonate cytidylyltransferase OS=Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) OX=338963 GN=kdsB PE=3 SV=1
g15416	96.1	0.2607	-0.515	0.5690	
g12840	90.2	0.2245	0.197	0.9110	
g15921	129.3	0.4667	1.044	0.0502	sp|F1ND48|FBH1_CHICK F-box DNA helicase 1 OS=Gallus gallus OX=9031 GN=FBH1 PE=2 SV=2
g2533	130.0	0.4727	0.014	0.9936	
g3037	74.2	0.1271	-0.072	0.9713	sp|Q9Y7P0|RISA_SCHPO Riboflavin synthase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rib5 PE=1 SV=1
g11763	87.7	0.2108	-0.434	0.6888	sp|Q1LZH1|MARC2_BOVIN Mitochondrial amidoxime reducing component 2 OS=Bos taurus OX=9913 GN=MTARC2 PE=2 SV=1
g6512	87.1	0.2076	-0.141	0.9439	
g1177	84.7	0.1938	0.266	0.8797	sp|Q7Q9F6|KTU_ANOGA Protein kintoun OS=Anopheles gambiae OX=7165 GN=AGAP005250 PE=3 SV=4
g15219	126.8	0.4566	0.887	0.0702	sp|O01735|YC91_CAEEL Uncharacterized MFS-type transporter C09D4.1 OS=Caenorhabditis elegans OX=6239 GN=C09D4.1 PE=3 SV=2
g460	136.0	0.5144	0.520	0.6946	
g12318	70.7	0.1078	0.069	0.9740	sp|Q84VV6|HINT4_ARATH Bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4 OS=Arabidopsis thaliana OX=3702 GN=HINT4 PE=1 SV=1
g11982	85.4	0.1995	-0.558	0.5223	sp|Q00IB6|CPL4_ARATH RNA polymerase II C-terminal domain phosphatase-like 4 OS=Arabidopsis thaliana OX=3702 GN=CPL4 PE=1 SV=1
g4604	105.6	0.3254	0.543	0.4889	sp|P82887|H2B_OLILU Histone H2B OS=Olisthodiscus luteus OX=83000 PE=1 SV=2
g3857	128.7	0.4700	0.273	0.8313	sp|B5FZA8|LYRM4_TAEGU LYR motif-containing protein 4 OS=Taeniopygia guttata OX=59729 GN=LYRM4 PE=3 SV=1
g14744	80.4	0.1683	-0.370	0.7729	sp|O06179|Y1533_MYCTU Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1533 PE=1 SV=1
g1749	86.5	0.2065	0.264	0.8693	
g13619	90.2	0.2301	-0.497	0.6511	
g1744	123.3	0.4375	-0.710	0.4140	sp|Q8K4L3|SVIL_MOUSE Supervillin OS=Mus musculus OX=10090 GN=Svil PE=1 SV=1
g2421	79.8	0.1656	-0.263	0.8624	sp|Q3BWM5|MOAC_XANE5 Cyclic pyranopterin monophosphate synthase OS=Xanthomonas euvesicatoria pv. vesicatoria (strain 85-10) OX=316273 GN=moaC PE=3 SV=1
g10060	71.3	0.1127	0.059	0.9788	
g12632	124.2	0.4435	-0.529	0.6737	sp|P73623|Y1773_SYNY3 Putative quercetin 2,3-dioxygenase sll1773 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=sll1773 PE=3 SV=1
g15749	100.1	0.2931	0.748	0.3140	
g9626	76.4	0.1449	0.001	0.9993	
g7339	100.5	0.2957	0.351	0.7674	
g5983	88.5	0.2211	0.219	0.9058	sp|Q9RBP5|ISOH_RHOSX 1-hydroxy-2-glutathionyl-2-methyl-3-butene dehydrogenase OS=Rhodococcus sp. (strain AD45) OX=103808 GN=isoH PE=1 SV=1
g12339	81.7	0.1783	0.196	0.9110	
g11164	87.2	0.2128	0.195	0.9138	sp|Q4L970|COPA_STAHJ Copper-exporting P-type ATPase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=copA PE=3 SV=1
g14165	107.5	0.3398	0.101	0.9557	sp|Q9VFH6|CEP78_DROME Protein Cep78 homolog OS=Drosophila melanogaster OX=7227 GN=CG7886 PE=2 SV=2
g2140	84.9	0.1983	-0.477	0.6294	sp|Q0WP96|PGR_ARATH Protein PGR OS=Arabidopsis thaliana OX=3702 GN=PGR PE=2 SV=1
g7413	80.8	0.1730	-0.240	0.8949	sp|Q14191|WRN_HUMAN Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2
g9301	86.9	0.2113	-0.483	0.6549	
g4245	84.3	0.1955	0.164	0.9343	
g13203	86.9	0.2117	-0.463	0.6922	
g6849	73.4	0.1274	-0.272	0.8585	sp|Q12797|ASPH_HUMAN Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3
g4460	95.7	0.2671	-0.490	0.6786	sp|Q60YT6|NEUFC_CAEBR Neuferricin homolog OS=Caenorhabditis briggsae OX=6238 GN=CBG18095 PE=3 SV=1
g10096	78.9	0.1618	0.316	0.8167	sp|C5A2S7|ENO_THEGJ Enolase OS=Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3) OX=593117 GN=eno PE=3 SV=1
g16029	77.9	0.1555	-0.004	0.9978	sp|Q86V88|MGDP1_HUMAN Magnesium-dependent phosphatase 1 OS=Homo sapiens OX=9606 GN=MDP1 PE=1 SV=1
g4885	72.8	0.1232	-0.098	0.9618	
g13898	74.4	0.1336	-0.098	0.9621	sp|Q52828|GSTA_RHILE Protein GstA OS=Rhizobium leguminosarum OX=384 GN=gstA PE=3 SV=1
g9986	103.0	0.3132	-0.320	0.7977	sp|P67586|SYW_BRUME Tryptophan--tRNA ligase OS=Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M) OX=224914 GN=trpS PE=3 SV=1
g9220	85.0	0.2007	0.536	0.5560	
g15006	69.8	0.1051	-0.037	0.9849	sp|Q38899|ORC2_ARATH Origin of replication complex subunit 2 OS=Arabidopsis thaliana OX=3702 GN=ORC2 PE=1 SV=1
g1285	89.2	0.2268	-0.154	0.9370	sp|Q0MXD1|CENPA_MILFA Histone H3-like centromeric protein CSE4 OS=Millerozyma farinosa OX=4920 GN=CSE4 PE=3 SV=1
g9619	101.2	0.3028	-0.420	0.6574	sp|Q9Y3D0|CIA2B_HUMAN Cytosolic iron-sulfur assembly component 2B OS=Homo sapiens OX=9606 GN=CIAO2B PE=1 SV=1
g14024	88.7	0.2246	0.502	0.6511	
g946	94.2	0.2590	-0.473	0.6045	
g3040	91.6	0.2433	-0.079	0.9680	sp|Q4VBE8|WDR18_MOUSE WD repeat-containing protein 18 OS=Mus musculus OX=10090 GN=Wdr18 PE=1 SV=1
g2639	78.4	0.1600	0.366	0.7754	sp|Q9P2S5|WRP73_HUMAN WD repeat-containing protein WRAP73 OS=Homo sapiens OX=9606 GN=WRAP73 PE=1 SV=1
g11455	122.6	0.4388	-0.652	0.5907	
g15196	117.9	0.4091	-0.768	0.4742	
g8757	141.7	0.5591	0.785	0.2730	
g5016	87.8	0.2208	-0.189	0.9126	
g7375	134.7	0.5167	-0.791	0.2866	sp|A0A173GP47|LST_PHOPY Luciferin sulfotransferase OS=Photinus pyralis OX=7054 GN=LST PE=1 SV=1
g8889	76.7	0.1507	-0.165	0.9362	
g2302	157.3	0.6600	0.690	0.5457	
g2937	91.8	0.2469	-0.642	0.4027	
g9434	85.3	0.2054	0.272	0.8592	sp|Q32LQ6|MFSD1_DANRE Lysosomal dipeptide transporter MFSD1 OS=Danio rerio OX=7955 GN=mfsd1 PE=2 SV=1
g8762	109.7	0.3596	0.424	0.6819	sp|Q5RKZ7|MOCS1_MOUSE Molybdenum cofactor biosynthesis protein 1 OS=Mus musculus OX=10090 GN=Mocs1 PE=1 SV=2
g3208	144.3	0.5790	0.449	0.7538	
g14035	106.2	0.3382	0.126	0.9457	sp|Q9NXF1|TEX10_HUMAN Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2
g6021	110.0	0.3630	-0.583	0.5026	sp|O35701|MATN3_MOUSE Matrilin-3 OS=Mus musculus OX=10090 GN=Matn3 PE=1 SV=2
g2471	116.4	0.4038	-0.016	0.9923	sp|Q08288|LYAR_MOUSE Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2
g6181	86.0	0.2114	0.162	0.9323	sp|Q6AYQ6|MMAD_RAT Cobalamin trafficking protein CblD OS=Rattus norvegicus OX=10116 GN=Mmadhc PE=2 SV=1
g9625	88.6	0.2276	0.162	0.9264	
g15022	98.8	0.2920	0.112	0.9509	sp|Q95327|MANBA_CAPHI Beta-mannosidase OS=Capra hircus OX=9925 GN=MANBA PE=1 SV=1
g2405	138.7	0.5449	0.755	0.2124	sp|Q9M041|BH140_ARATH Transcription factor bHLH140 OS=Arabidopsis thaliana OX=3702 GN=BHLH140 PE=3 SV=1
g16059	112.2	0.3773	-0.740	0.4037	sp|A1A4P5|PFD2_BOVIN Prefoldin subunit 2 OS=Bos taurus OX=9913 GN=PFDN2 PE=2 SV=1
g5188	89.1	0.2309	-0.082	0.9673	sp|Q98C21|MUTS_RHILO DNA mismatch repair protein MutS OS=Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) OX=266835 GN=mutS PE=3 SV=1
g10306	77.1	0.1553	-0.253	0.8703	sp|Q9ATB4|TAD2B_ARATH Transcriptional adapter ADA2b OS=Arabidopsis thaliana OX=3702 GN=ADA2B PE=1 SV=1
g6070	196.9	0.9145	-0.262	0.9205	
g14854	79.1	0.1684	0.320	0.8225	
g8011	145.6	0.5897	-0.750	0.1675	sp|P55567|Y4MH_SINFN Uncharacterized protein y4mH OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a02510 PE=3 SV=1
g13722	76.5	0.1521	0.146	0.9429	sp|O14197|YDQ4_SCHPO Uncharacterized transporter C5D6.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC5D6.04 PE=3 SV=1
g836	103.4	0.3229	0.716	0.2599	
g11073	115.9	0.4023	0.539	0.4815	sp|Q4X0S3|BTN1_ASPFU Protein btn1 OS=Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) OX=330879 GN=btn1 PE=3 SV=1
g1199	98.7	0.2936	-0.564	0.6246	sp|Q2HJI2|NDUF3_BOVIN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Bos taurus OX=9913 GN=NDUFAF3 PE=2 SV=1
g16007	78.8	0.1669	-0.356	0.7752	sp|E9Q0S6|TENS1_MOUSE Tensin-1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1
g4067	81.4	0.1841	0.010	0.9955	
g6232	82.2	0.1894	0.392	0.7462	sp|Q921Q3|ALG1_MOUSE Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Mus musculus OX=10090 GN=Alg1 PE=1 SV=3
g9056	82.9	0.1945	0.113	0.9596	
g12885	105.1	0.3356	-0.684	0.3980	
g11573	81.5	0.1858	0.208	0.9114	
g6450	100.0	0.3037	0.368	0.7284	sp|Q9FFG1|SDN2_ARATH Small RNA degrading nuclease 2 OS=Arabidopsis thaliana OX=3702 GN=SDN2 PE=2 SV=1
g8923	131.4	0.5046	-0.237	0.8631	
g13579	107.4	0.3515	-0.925	0.1063	
g13442	95.0	0.2736	0.235	0.8890	
g795	74.8	0.1446	0.355	0.7851	
g14178	79.9	0.1774	-0.299	0.8396	sp|Q5U4T8|CENNB_XENLA Centromere protein N-B OS=Xenopus laevis OX=8355 GN=cenpn-b PE=2 SV=2
g7127	72.5	0.1299	-0.095	0.9659	
g4406	78.3	0.1678	0.166	0.9333	sp|O43427|FIBP_HUMAN Acidic fibroblast growth factor intracellular-binding protein OS=Homo sapiens OX=9606 GN=FIBP PE=1 SV=3
g14094	76.7	0.1576	-0.338	0.8011	sp|Q6NUH2|NAA40_XENLA N-alpha-acetyltransferase 40 OS=Xenopus laevis OX=8355 GN=naa40 PE=2 SV=1
g14503	72.6	0.1315	0.310	0.8333	
g4874	78.9	0.1718	0.093	0.9666	sp|A0A068FIK2|KN4A_GOSHI Kinesin-like protein KIN-4A OS=Gossypium hirsutum OX=3635 GN=KIN4A PE=2 SV=1
g15813	88.3	0.2324	-0.278	0.8518	
g11394	95.6	0.2794	0.338	0.7742	sp|Q7Q297|WSCD_ANOGA WSCD family member AGAP003962 OS=Anopheles gambiae OX=7165 GN=AGAP003962 PE=3 SV=3
g10721	94.3	0.2720	-0.210	0.9064	sp|Q9FMR5|VA714_ARATH Vesicle-associated membrane protein 714 OS=Arabidopsis thaliana OX=3702 GN=VAMP714 PE=1 SV=1
g8777	90.7	0.2493	-0.514	0.6506	sp|Q9LHP2|SL30A_ARATH Serine/arginine-rich SC35-like splicing factor SCL30A OS=Arabidopsis thaliana OX=3702 GN=SCL30A PE=1 SV=1
g3684	72.2	0.1303	0.162	0.9354	sp|Q0P5C0|LMF1_BOVIN Lipase maturation factor 1 OS=Bos taurus OX=9913 GN=LMF1 PE=2 SV=1
g721	72.5	0.1326	-0.101	0.9614	sp|Q8VZA5|KDTA_ARATH Probable 3-deoxy-D-manno-octulosonic acid transferase, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=KDTA PE=2 SV=1
g11725	87.3	0.2277	-0.323	0.7991	sp|D7A0Y2|C3HPD_ANCN5 Cis-3-hydroxy-L-proline dehydratase OS=Ancylobacter novellus (strain ATCC 8093 / DSM 506 / JCM 20403 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIMB 10456) OX=639283 GN=Snov_0156 PE=1 SV=1
g14097	76.6	0.1595	0.179	0.9264	
g14874	60.5	0.0555	-0.037	0.9849	sp|Q96VG1|YBAI_SCHPO Uncharacterized protein C119.18 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC119.18 PE=3 SV=1
g13941	167.9	0.7469	1.318	0.0644	sp|Q8CG73|FTM_MOUSE Protein fantom OS=Mus musculus OX=10090 GN=Rpgrip1l PE=1 SV=2
g958	73.3	0.1383	-0.123	0.9543	
g3727	84.1	0.2083	0.098	0.9629	sp|B7N5Z0|YFEO_ECOLU Putative ion-transport protein YfeO OS=Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056 GN=yfeO PE=3 SV=1
g564	81.5	0.1918	-0.124	0.9509	sp|O48520|DPOD2_ARATH DNA polymerase delta small subunit OS=Arabidopsis thaliana OX=3702 GN=POLD2 PE=2 SV=2
g13772	76.4	0.1589	0.064	0.9755	sp|B8CJ38|COBS_SHEPW Adenosylcobinamide-GDP ribazoletransferase OS=Shewanella piezotolerans (strain WP3 / JCM 13877) OX=225849 GN=cobS PE=3 SV=1
g5290	70.3	0.1196	0.232	0.8966	sp|Q8JHJ2|DDX55_DANRE ATP-dependent RNA helicase DDX55 OS=Danio rerio OX=7955 GN=ddx55 PE=2 SV=2
g3992	90.1	0.2472	-0.372	0.7916	
g12674	73.4	0.1400	0.056	0.9809	
g12792	85.0	0.2156	-0.082	0.9685	
g13647	88.4	0.2372	0.059	0.9818	sp|Q5RB63|HTSF1_PONAB 17S U2 SnRNP complex component HTATSF1 OS=Pongo abelii OX=9601 GN=HTATSF1 PE=2 SV=1
g7056	76.4	0.1601	-0.272	0.8579	sp|Q6C5V7|YNG2_YARLI Chromatin modification-related protein YNG2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YNG2 PE=3 SV=1
g4209	85.1	0.2166	-0.397	0.7456	sp|Q8BHL3|TB10B_MOUSE TBC1 domain family member 10B OS=Mus musculus OX=10090 GN=Tbc1d10b PE=1 SV=2
g2414	144.5	0.6010	-0.395	0.6900	
g13893	79.8	0.1829	-0.375	0.7537	sp|Q6NRG6|SAS6_XENLA Spindle assembly abnormal protein 6 homolog OS=Xenopus laevis OX=8355 GN=sas6 PE=2 SV=1
g2077	159.4	0.7004	0.187	0.9210	sp|P31319|KAPR_APLCA cAMP-dependent protein kinase regulatory subunit OS=Aplysia californica OX=6500 PE=2 SV=2
g15873	74.5	0.1500	-0.313	0.8307	
g1174	61.9	0.0684	-0.120	0.9554	sp|Q5RAX7|SPF27_PONAB Pre-mRNA-splicing factor SPF27 OS=Pongo abelii OX=9601 GN=BCAS2 PE=2 SV=1
g546	78.3	0.1756	-0.182	0.9253	sp|Q02166|TRPD_ARATH Anthranilate phosphoribosyltransferase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PAT1 PE=2 SV=1
g7398	81.0	0.1928	-0.025	0.9903	
g7386	87.0	0.2326	0.342	0.8248	
g11668	99.3	0.3127	0.620	0.4393	
g7036	81.1	0.1949	-0.235	0.9034	
g8622	105.2	0.3516	-0.028	0.9856	sp|O60341|KDM1A_HUMAN Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2
g15088	91.0	0.2598	-0.347	0.7746	
g2109	111.3	0.3918	-0.553	0.5026	
g6513	98.0	0.3053	0.016	0.9923	sp|G3YFS7|CTPD_ASPNA Mitochondrial citrate transporter D OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=ctpD PE=3 SV=1
g13167	101.6	0.3292	0.587	0.5014	sp|Q802F3|SEP15_DANRE Selenoprotein F OS=Danio rerio OX=7955 GN=selenof PE=2 SV=2
g5069	110.3	0.3860	-0.902	0.2223	
g1751	71.9	0.1357	0.259	0.8713	
g11526	78.2	0.1773	-0.395	0.7560	
g13748	95.1	0.2879	0.392	0.7527	
g1657	72.3	0.1392	-0.247	0.8890	sp|O82201|AP4S_ARATH AP-4 complex subunit sigma OS=Arabidopsis thaliana OX=3702 GN=At2g19790 PE=1 SV=1
g8653	87.3	0.2373	0.230	0.8873	
g120	103.2	0.3414	-0.762	0.2988	sp|Q5R952|NOC3L_PONAB Nucleolar complex protein 3 homolog OS=Pongo abelii OX=9601 GN=NOC3L PE=2 SV=1
g7373	141.5	0.5926	0.617	0.3344	sp|O08705|NTCP_MOUSE Hepatic sodium/bile acid cotransporter OS=Mus musculus OX=10090 GN=Slc10a1 PE=1 SV=1
g7331	82.2	0.2045	-0.438	0.7178	
g8017	113.9	0.4126	-0.746	0.3365	sp|Q5SQM0|EMAL6_MOUSE Echinoderm microtubule-associated protein-like 6 OS=Mus musculus OX=10090 GN=Eml6 PE=1 SV=1
g4807	94.2	0.2836	0.737	0.2983	sp|Q5HZT9|DJC25_XENTR DnaJ homolog subfamily C member 25 OS=Xenopus tropicalis OX=8364 GN=dnajc25 PE=2 SV=1
g8826	75.6	0.1619	0.201	0.9119	sp|Q6DFK1|PX12B_XENLA Peroxisome assembly protein 12-B OS=Xenopus laevis OX=8355 GN=pex12.L PE=2 SV=1
g15644	72.2	0.1399	-0.248	0.8801	
g7439	163.6	0.7383	0.348	0.7006	
g7140	126.5	0.4961	-0.612	0.4594	
g13721	94.7	0.2880	0.620	0.4076	
g5531	71.8	0.1375	-0.035	0.9849	sp|Q9SR06|CLP1_ARATH Protein CLP1 homolog OS=Arabidopsis thaliana OX=3702 GN=CLPS3 PE=1 SV=1
g11390	78.6	0.1823	0.406	0.7222	sp|Q6MD31|TGT_PARUW Queuine tRNA-ribosyltransferase OS=Protochlamydia amoebophila (strain UWE25) OX=264201 GN=tgt PE=3 SV=1
g4833	82.8	0.2100	-0.096	0.9618	
g10081	92.3	0.2729	0.464	0.6229	sp|Q9MA90|PNC1_ARATH Peroxisomal adenine nucleotide carrier 1 OS=Arabidopsis thaliana OX=3702 GN=PNC1 PE=1 SV=1
g2564	75.6	0.1632	-0.232	0.8949	sp|Q946Y7|SYP61_ARATH Syntaxin-61 OS=Arabidopsis thaliana OX=3702 GN=SYP61 PE=1 SV=1
g1082	76.5	0.1694	-0.270	0.8648	sp|Q9D273|MMAB_MOUSE Corrinoid adenosyltransferase MMAB OS=Mus musculus OX=10090 GN=Mmab PE=1 SV=1
g14664	97.0	0.3052	-0.048	0.9810	
g15888	66.8	0.1068	0.153	0.9433	
g8418	81.3	0.2029	-0.548	0.5467	
g6099	72.1	0.1421	-0.068	0.9755	sp|O74184|WAT1_SCHPO Target of rapamycin complex subunit wat1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pop3 PE=1 SV=1
g9969	79.8	0.1934	0.005	0.9978	sp|A6BLW4|NFYC2_ORYSJ Nuclear transcription factor Y subunit C-2 OS=Oryza sativa subsp. japonica OX=39947 GN=NFYC2 PE=1 SV=1
g9924	80.6	0.1989	0.179	0.9322	
g8633	83.7	0.2191	-0.118	0.9526	sp|Q9VA70|NCASE_DROME Pan-ceramidase OS=Drosophila melanogaster OX=7227 GN=CDase PE=1 SV=1
g15161	71.3	0.1385	-0.319	0.8260	sp|Q9SUM2|RUXF_ARATH Probable small nuclear ribonucleoprotein F OS=Arabidopsis thaliana OX=3702 GN=At4g30220 PE=3 SV=1
g2875	86.4	0.2398	0.012	0.9949	sp|Q8TDD5|MCLN3_HUMAN Mucolipin-3 OS=Homo sapiens OX=9606 GN=MCOLN3 PE=1 SV=1
g12809	89.6	0.2608	0.494	0.6162	sp|Q6GER3|ARGI_STAAR Arginase OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=arg PE=3 SV=1
g11432	68.6	0.1226	-0.010	0.9955	sp|Q9US05|BFR2_SCHPO Protein bfr2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bfr2 PE=1 SV=1
g15441	89.1	0.2582	-0.471	0.6951	
g11863	84.5	0.2281	-0.472	0.6613	sp|Q9M8K7|DUS1B_ARATH Dual specificity protein phosphatase 1B OS=Arabidopsis thaliana OX=3702 GN=DSPTP1B PE=1 SV=1
g5198	82.9	0.2172	-0.224	0.8948	
g1135	91.1	0.2724	0.339	0.7896	sp|B8G2K7|LARC_DESHD Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein OS=Desulfitobacterium hafniense (strain DSM 10664 / DCB-2) OX=272564 GN=larC PE=3 SV=1
g14548	77.5	0.1820	0.301	0.8297	sp|Q8YVH1|DEF2_NOSS1 Peptide deformylase 2 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=def2 PE=3 SV=1
g2972	82.7	0.2166	0.274	0.8519	sp|A0A0M7LBC1|L2HDH_ACHAE L-2-hydroxyglutarate dehydrogenase OS=Achromobacter aegrifaciens OX=1287736 GN=lhgO PE=3 SV=1
g1585	104.1	0.3590	-0.392	0.7752	sp|P26882|PPID_BOVIN Peptidyl-prolyl cis-trans isomerase D OS=Bos taurus OX=9913 GN=PPID PE=1 SV=6
g3212	113.4	0.4213	0.365	0.7319	
g12866	115.7	0.4366	0.274	0.8585	sp|Q93VQ0|VCL1_ARATH Protein VACUOLELESS1 OS=Arabidopsis thaliana OX=3702 GN=VCL1 PE=1 SV=1
g9198	79.6	0.1964	-0.134	0.9450	
g8119	100.3	0.3346	-0.383	0.7443	sp|Q8VYP5|ZDH14_ARATH Probable protein S-acyltransferase 14 OS=Arabidopsis thaliana OX=3702 GN=PAT14 PE=2 SV=1
g5439	109.2	0.3940	0.982	0.1107	sp|Q499U1|S2538_RAT Mitochondrial glycine transporter OS=Rattus norvegicus OX=10116 GN=Slc25a38 PE=2 SV=2
g4819	117.9	0.4522	0.045	0.9831	sp|P78763|YG1D_SCHPO Uncharacterized mitochondrial carrier C83.13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC83.13 PE=2 SV=2
g4569	72.5	0.1501	-0.045	0.9846	sp|Q3SW71|GPMA_NITWN 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098 GN=gpmA PE=3 SV=1
g14284	141.8	0.6114	0.713	0.4748	
g13063	83.5	0.2242	0.490	0.6197	sp|A0A0R3K2G2|GLPDH_CALMK Glycerol 3-phosphate dehydrogenase OS=Caloramator mitchellensis OX=908809 GN=lhgO_1 PE=1 SV=1
