gene	scaf	strand	n_exons	n_introns	utr5_start	utr5_end	utr5_len	utr3_start	utr3_end	utr3_len	n_utr5_introns	first_intron_start	first_intron_end
g13732	Scaffolds_4	-	1	0			0			0	0		
g3194	Scaffolds_15	+	3	2			0	2414820	2417983	3164	0	2413996	2414155
g11806	Scaffolds_3	-	1	0			0			0	0		
g1631	Scaffolds_11	+	1	0			0			0	0		
g5325	Scaffolds_19	+	1	0			0	107521	108065	545	0		
g13626	Scaffolds_4	+	2	1			0			0	0	113602	113662
g2280	Scaffolds_14	+	1	0			0			0	0		
g15639	Scaffolds_8	-	1	0			0			0	0		
g9821	Scaffolds_26	-	1	0			0			0	0		
g14642	Scaffolds_5	+	1	0			0			0	0		
g11556	Scaffolds_3	+	1	0			0			0	0		
g5624	Scaffolds_19	+	1	0			0			0	0		
g918	Scaffolds_10	+	4	3			0			0	0	336580	336671
g3283	Scaffolds_15	+	1	0			0			0	0		
g1441	Scaffolds_11	-	1	0			0			0	0		
g13494	Scaffolds_33	+	1	0			0			0	0		
g3125	Scaffolds_15	+	4	3			0	2130758	2130809	52	0	2130203	2130287
g10242	Scaffolds_26	-	4	3			0			0	0	1848286	1848332
g299	Scaffolds_0	+	1	0			0			0	0		
g11379	Scaffolds_29	-	1	0			0			0	0		
g12966	Scaffolds_33	-	2	1	625999	626231	233			0	0	625778	625827
g8511	Scaffolds_23	+	1	0			0			0	0		
g7879	Scaffolds_22	-	1	0			0			0	0		
g13092	Scaffolds_33	-	1	0			0			0	0		
g13749	Scaffolds_4	-	2	1			0			0	0	580365	580454
g2227	Scaffolds_14	-	1	0			0			0	0		
g2060	Scaffolds_14	-	1	0			0			0	0		
g12603	Scaffolds_32	-	1	0			0			0	0		
g6691	Scaffolds_20	+	1	0			0			0	0		
g6434	Scaffolds_20	+	1	0			0			0	0		
g6281	Scaffolds_2	-	1	0			0			0	0		
g15295	Scaffolds_7	-	1	0			0			0	0		
g10376	Scaffolds_28	-	11	10			0			0	0	31305	31588
g7425	Scaffolds_21	+	1	0			0			0	0		
g7174	Scaffolds_21	-	1	0			0			0	0		
g12651	Scaffolds_32	+	1	0			0			0	0		
g15546	Scaffolds_8	+	1	0			0			0	0		
g3478	Scaffolds_16	-	6	5			0			0	0	474614	474658
g6446	Scaffolds_20	+	1	0			0			0	0		
g9768	Scaffolds_26	-	1	0	182368	183275	908			0	0		
g1834	Scaffolds_13	-	1	0			0			0	0		
g13347	Scaffolds_33	-	1	0			0			0	0		
g14949	Scaffolds_6	-	1	0			0			0	0		
g1494	Scaffolds_11	+	1	0			0			0	0		
g11888	Scaffolds_3	-	1	0			0			0	0		
g13429	Scaffolds_33	-	1	0			0			0	0		
g5475	Scaffolds_19	+	1	0			0	578617	578923	307	0		
g14998	Scaffolds_6	-	1	0			0			0	0		
g9834	Scaffolds_26	-	1	0			0			0	0		
g14816	Scaffolds_5	+	3	2			0			0	0	929063	929110
g1969	Scaffolds_13	-	5	4			0			0	0	801056	801139
g9767	Scaffolds_26	+	1	0			0			0	0		
g3327	Scaffolds_15	-	1	0			0			0	0		
g11378	Scaffolds_29	-	1	0			0			0	0		
g575	Scaffolds_1	+	1	0			0			0	0		
g2372	Scaffolds_14	-	1	0			0			0	0		
g7597	Scaffolds_21	+	1	0			0			0	0		
g14065	Scaffolds_4	+	1	0			0			0	0		
g7880	Scaffolds_22	+	1	0			0			0	0		
g8920	Scaffolds_24	-	3	2	166103	167140	1038			0	0	165552	165611
g6489	Scaffolds_20	+	1	0			0			0	0		
g15798	Scaffolds_8	-	1	0			0			0	0		
g9048	Scaffolds_24	-	1	0			0			0	0		
g15839	Scaffolds_9	-	2	1			0			0	0	35301	35399
g5340	Scaffolds_19	+	3	2			0	173854	174423	570	0	172633	172924
g7689	Scaffolds_21	-	5	4	2531791	2532017	227			0	0	2530255	2530407
g12740	Scaffolds_32	-	2	1	680716	680971	256			0	0	680409	680461
g12023	Scaffolds_30	+	1	0			0			0	0		
g3877	Scaffolds_17	+	1	0			0			0	0		
g3843	Scaffolds_17	+	1	0			0			0	0		
g10120	Scaffolds_26	+	1	0			0	1419546	1419797	252	0		
g3988	Scaffolds_17	+	2	1			0			0	0	789053	789152
g870	Scaffolds_10	-	1	0			0			0	0		
g10030	Scaffolds_26	+	1	0			0			0	0		
g6611	Scaffolds_20	+	1	0			0			0	0		
g12518	Scaffolds_31	+	3	2			0			0	0	1199767	1200017
g3395	Scaffolds_16	-	2	1			0			0	0	182620	182766
g10423	Scaffolds_28	-	3	2	315385	315732	348			0	0	314757	314853
g7381	Scaffolds_21	-	1	0			0			0	0		
g3370	Scaffolds_16	-	1	0			0			0	0		
g10640	Scaffolds_29	+	1	0			0			0	0		
g6557	Scaffolds_20	+	1	0			0			0	0		
g6990	Scaffolds_20	-	1	0			0			0	0		
g15180	Scaffolds_6	+	6	5			0	884983	885601	619	0	883111	883244
g228	Scaffolds_0	+	1	0			0	935963	937883	1921	0		
g3718	Scaffolds_16	+	1	0			0			0	0		
g10173	Scaffolds_26	+	1	0			0			0	0		
g1850	Scaffolds_13	+	1	0			0			0	0		
g2402	Scaffolds_14	-	1	0			0			0	0		
g7205	Scaffolds_21	-	1	0			0			0	0		
g15963	Scaffolds_9	-	1	0			0			0	0		
g8806	Scaffolds_23	-	1	0			0			0	0		
g15262	Scaffolds_7	-	1	0			0			0	0		
g10002	Scaffolds_26	-	1	0			0			0	0		
g12850	Scaffolds_33	+	1	0			0	150876	151079	204	0		
g15503	Scaffolds_8	+	3	2			0	585384	586308	925	0	584709	584777
g14956	Scaffolds_6	+	2	1			0	41805	42048	244	0	41615	41796
g13601	Scaffolds_33	+	1	0			0			0	0		
g2462	Scaffolds_14	-	1	0			0			0	0		
g5650	Scaffolds_19	+	1	0			0			0	0		
g15724	Scaffolds_8	+	1	0			0			0	0		
g6271	Scaffolds_2	-	1	0			0			0	0		
g9162	Scaffolds_24	-	1	0			0			0	0		
g8096	Scaffolds_22	-	2	1	1149634	1150445	812			0	0	1149331	1149387
g6303	Scaffolds_2	-	1	0			0			0	0		
g5962	Scaffolds_19	+	1	0			0	2183650	2184033	384	0		
g3707	Scaffolds_16	-	1	0			0			0	0		
g9247	Scaffolds_24	-	4	3			0			0	0	1564028	1564103
g15175	Scaffolds_6	-	1	0			0			0	0		
g13497	Scaffolds_33	-	1	0			0			0	0		
g13164	Scaffolds_33	+	1	0			0			0	0		
g9586	Scaffolds_25	+	1	0			0			0	0		
g6974	Scaffolds_20	+	1	0			0	2011273	2011693	421	0		
g14871	Scaffolds_5	-	1	0			0			0	0		
g13640	Scaffolds_4	-	1	0			0			0	0		
g15509	Scaffolds_8	+	4	3			0	603643	603895	253	0	603228	603342
g8800	Scaffolds_23	-	1	0			0			0	0		
g5195	Scaffolds_18	+	1	0			0			0	0		
g13778	Scaffolds_4	+	1	0			0			0	0		
g13215	Scaffolds_33	-	5	4	1526984	1527642	659			0	0	1525427	1525560
g11419	Scaffolds_29	+	1	0			0			0	0		
g14297	Scaffolds_4	-	1	0			0			0	0		
g9170	Scaffolds_24	+	1	0			0			0	0		
g7123	Scaffolds_21	-	5	4			0			0	0	358253	358340
g10757	Scaffolds_29	-	1	0			0			0	0		
g7164	Scaffolds_21	-	1	0			0			0	0		
g4971	Scaffolds_18	-	6	5	2628013	2628066	54			0	0	2626483	2626539
g2220	Scaffolds_14	-	1	0			0			0	0		
g10094	Scaffolds_26	-	1	0			0			0	0		
g15087	Scaffolds_6	+	1	0			0			0	0		
g1392	Scaffolds_11	-	1	0			0			0	0		
g11536	Scaffolds_3	-	1	0			0			0	0		
g12037	Scaffolds_30	+	1	0			0			0	0		
g10497	Scaffolds_28	-	1	0			0			0	0		
g14943	Scaffolds_6	+	6	5			0	15023	16225	1203	0	13115	13193
g3955	Scaffolds_17	-	1	0			0			0	0		
g1218	Scaffolds_10	+	2	1			0	1418375	1418870	496	0	1416530	1416570
g5375	Scaffolds_19	+	5	4			0	258985	259291	307	0	256512	256595
g4072	Scaffolds_17	+	1	0			0			0	0		
g5123	Scaffolds_18	-	1	0			0			0	0		
g12550	Scaffolds_32	+	2	1			0	50857	50862	6	0	50513	50628
g181	Scaffolds_0	+	1	0			0			0	0		
g3179	Scaffolds_15	+	6	5			0	2362962	2365157	2196	0	2360759	2360853
g13477	Scaffolds_33	+	1	0			0			0	0		
g12276	Scaffolds_31	-	1	0			0			0	0		
g4723	Scaffolds_18	-	1	0			0			0	0		
g6275	Scaffolds_2	-	3	2	847283	847522	240			0	0	846889	846970
g78	Scaffolds_0	-	1	0			0			0	0		
g13870	Scaffolds_4	-	1	0			0			0	0		
g10381	Scaffolds_28	-	1	0			0			0	0		
g596	Scaffolds_1	-	2	1			0			0	0	457527	457579
g5187	Scaffolds_18	-	1	0			0			0	0		
g15081	Scaffolds_6	-	2	1			0			0	0	541656	541839
g5230	Scaffolds_18	+	2	1			0	3678363	3678794	432	0	3678045	3678139
g12471	Scaffolds_31	-	1	0	1064868	1065082	215			0	0		
g31	Scaffolds_0	+	3	2			0	198200	198248	49	0	190232	190378
g8975	Scaffolds_24	-	1	0			0			0	0		
g13375	Scaffolds_33	+	6	5			0			0	0	2173458	2173553
g8356	Scaffolds_23	-	1	0			0			0	0		
g13871	Scaffolds_4	+	2	1			0			0	0	1067295	1067433
g13948	Scaffolds_4	-	1	0			0			0	0		
g4256	Scaffolds_17	+	14	13			0	1748875	1748906	32	0	1743697	1743981
g14469	Scaffolds_4	+	1	0			0			0	0		
g13188	Scaffolds_33	-	1	0			0			0	0		
g1216	Scaffolds_10	-	1	0			0			0	0		
g14123	Scaffolds_4	-	1	0			0			0	0		
g1628	Scaffolds_11	+	1	0			0			0	0		
g11275	Scaffolds_29	-	1	0			0			0	0		
g13075	Scaffolds_33	-	1	0			0			0	0		
g11773	Scaffolds_3	+	1	0			0			0	0		
g9145	Scaffolds_24	-	1	0			0			0	0		
g7132	Scaffolds_21	-	1	0			0			0	0		
g7948	Scaffolds_22	-	1	0			0			0	0		
g2058	Scaffolds_13	+	1	0			0			0	0		
g4031	Scaffolds_17	-	2	1			0			0	0	940604	940671
g4289	Scaffolds_18	-	1	0			0			0	0		
g1909	Scaffolds_13	+	1	0			0			0	0		
g15625	Scaffolds_8	-	1	0			0			0	0		
g11839	Scaffolds_3	+	1	0			0			0	0		
g1015	Scaffolds_10	+	2	1			0	719786	720081	296	0	719458	719537
g9816	Scaffolds_26	+	1	0			0			0	0		
g2028	Scaffolds_13	-	1	0			0			0	0		
g4223	Scaffolds_17	+	5	4			0			0	0	1589673	1589734
g14641	Scaffolds_5	+	1	0			0			0	0		
g2623	Scaffolds_15	-	2	1	191289	191444	156			0	0	190772	191102
g9500	Scaffolds_25	+	2	1			0			0	0	662711	662960
g19	Scaffolds_0	-	3	2			0			0	0	130567	130790
g5666	Scaffolds_19	-	1	0			0			0	0		
g8039	Scaffolds_22	-	1	0	951049	951617	569			0	0		
g14028	Scaffolds_4	+	1	0			0			0	0		
g1455	Scaffolds_11	-	4	3			0			0	0	690359	690411
g8743	Scaffolds_23	-	1	0			0			0	0		
g114	Scaffolds_0	+	1	0			0			0	0		
g10765	Scaffolds_29	-	2	1			0			0	0	616814	616892
g3950	Scaffolds_17	-	2	1	667060	667384	325			0	0	666862	666912
g4624	Scaffolds_18	+	1	0			0			0	0		
g6451	Scaffolds_20	-	1	0			0			0	0		
g4274	Scaffolds_18	+	1	0			0			0	0		
g1493	Scaffolds_11	-	1	0			0			0	0		
g9006	Scaffolds_24	-	1	0			0			0	0		
g4921	Scaffolds_18	+	1	0			0			0	0		
g6580	Scaffolds_20	+	1	0			0	525637	527323	1687	0		
g13847	Scaffolds_4	+	1	0			0			0	0		
g4332	Scaffolds_18	-	1	0			0			0	0		
g11161	Scaffolds_29	-	1	0			0			0	0		
g8503	Scaffolds_23	-	1	0			0			0	0		
g10674	Scaffolds_29	+	1	0			0			0	0		
g7455	Scaffolds_21	+	5	4			0	1556449	1557236	788	0	1555255	1555308
g12934	Scaffolds_33	+	1	0			0			0	0		
g1816	Scaffolds_13	-	4	3			0			0	0	262539	262699
g9041	Scaffolds_24	-	11	10			0			0	0	597325	597602
g4047	Scaffolds_17	-	1	0			0			0	0		
g8438	Scaffolds_23	-	1	0			0			0	0		
g1125	Scaffolds_10	+	1	0			0			0	0		
g168	Scaffolds_0	-	2	1			0			0	0	714864	715344
g8193	Scaffolds_22	+	1	0			0			0	0		
g4351	Scaffolds_18	-	1	0			0			0	0		
g11719	Scaffolds_3	-	1	0	876790	876851	62			0	0		
g3840	Scaffolds_17	+	1	0			0			0	0		
g688	Scaffolds_1	+	1	0			0			0	0		
g1427	Scaffolds_11	+	1	0			0			0	0		
g10645	Scaffolds_29	-	4	3	164962	165306	345			0	0	163963	164089
g7463	Scaffolds_21	+	1	0			0			0	0		
g6365	Scaffolds_2	+	4	3			0	1270886	1271342	457	0	1270000	1270112
g2989	Scaffolds_15	-	3	2	1598559	1598695	137			0	0	1597810	1598022
g5363	Scaffolds_19	-	3	2			0			0	0	227073	227161
g15077	Scaffolds_6	+	2	1			0	535478	535675	198	0	534384	534503
g6883	Scaffolds_20	-	1	0			0			0	0		
g14366	Scaffolds_4	+	1	0			0			0	0		
g5303	Scaffolds_19	+	4	3			0	29907	34452	4546	0	28243	28323
g15284	Scaffolds_7	+	2	1			0			0	0	304965	305123
g4973	Scaffolds_18	-	1	0	2631616	2632567	952			0	0		
g3889	Scaffolds_17	-	1	0			0			0	0		
g11158	Scaffolds_29	+	1	0			0			0	0		
g5970	Scaffolds_19	-	3	2	2212144	2212204	61			0	0	2211782	2211867
g13558	Scaffolds_33	+	5	4			0	2914219	2914696	478	0	2912737	2912845
g10422	Scaffolds_28	-	1	0			0			0	0		
g11131	Scaffolds_29	-	8	7	2042891	2042973	83			0	0	2040640	2040812
g14431	Scaffolds_4	-	1	0			0			0	0		
g6448	Scaffolds_20	+	1	0			0			0	0		
g4545	Scaffolds_18	-	1	0			0			0	0		
g13285	Scaffolds_33	-	1	0			0			0	0		
g6386	Scaffolds_2	+	5	4			0			0	0	1333066	1333186
g7415	Scaffolds_21	-	1	0			0			0	0		
g3924	Scaffolds_17	-	1	0			0			0	0		
g5250	Scaffolds_18	-	4	3	3764258	3764537	280			0	0	3763469	3763533
g12637	Scaffolds_32	-	1	0			0			0	0		
g6490	Scaffolds_20	-	1	0			0			0	0		
g14511	Scaffolds_4	-	1	0			0			0	0		
g11342	Scaffolds_29	-	4	3			0			0	0	2792094	2792528
g267	Scaffolds_0	-	1	0			0			0	0		
g5208	Scaffolds_18	-	1	0			0			0	0		
g4345	Scaffolds_18	+	5	4			0	364893	364909	17	0	360556	360625
g4817	Scaffolds_18	+	1	0			0			0	0		
g6587	Scaffolds_20	-	3	2			0			0	0	543388	543511
g2144	Scaffolds_14	-	1	0			0			0	0		
g7043	Scaffolds_20	-	1	0			0			0	0		
g15035	Scaffolds_6	+	1	0			0			0	0		
g11593	Scaffolds_3	-	1	0	456397	458838	2442			0	0		
g11737	Scaffolds_3	+	1	0			0			0	0		
g5259	Scaffolds_18	-	1	0			0			0	0		
g10984	Scaffolds_29	-	1	0			0			0	0		
g1849	Scaffolds_13	+	4	3			0			0	0	366351	366644
g50	Scaffolds_0	-	1	0			0			0	0		
g3567	Scaffolds_16	+	2	1			0	775538	775666	129	0	775259	775331
g10974	Scaffolds_29	+	1	0			0			0	0		
g708	Scaffolds_1	-	1	0			0			0	0		
g15941	Scaffolds_9	+	4	3			0	434337	434622	286	0	430366	430411
g10092	Scaffolds_26	+	2	1			0	1347257	1349670	2414	0	1347122	1347167
g8444	Scaffolds_23	+	1	0			0			0	0		
g12041	Scaffolds_30	-	1	0			0			0	0		
g8040	Scaffolds_22	+	1	0			0			0	0		
g3089	Scaffolds_15	+	1	0			0			0	0		
g13348	Scaffolds_33	+	4	3			0			0	0	2051424	2051500
g14858	Scaffolds_5	+	3	2			0	1074112	1074443	332	0	1072748	1072900
g10186	Scaffolds_26	-	2	1			0			0	0	1650772	1652252
g15472	Scaffolds_8	+	6	5			0	422069	422341	273	0	419991	420066
g13892	Scaffolds_4	+	1	0			0			0	0		
g14720	Scaffolds_5	-	1	0			0			0	0		
g9697	Scaffolds_25	+	4	3			0	1390820	1391562	743	0	1389545	1389590
g11912	Scaffolds_3	-	1	0			0			0	0		
g9546	Scaffolds_25	+	2	1			0			0	0	825975	826103
g4356	Scaffolds_18	+	1	0			0			0	0		
g5193	Scaffolds_18	-	1	0			0			0	0		
g4197	Scaffolds_17	-	1	0			0			0	0		
g12744	Scaffolds_32	+	2	1			0			0	0	688716	688964
g9783	Scaffolds_26	-	1	0			0			0	0		
g2386	Scaffolds_14	+	1	0			0			0	0		
g13486	Scaffolds_33	-	3	2			0			0	0	2638582	2638754
g9153	Scaffolds_24	-	1	0			0			0	0		
g14808	Scaffolds_5	+	1	0			0			0	0		
g2658	Scaffolds_15	+	1	0			0			0	0		
g4689	Scaffolds_18	+	1	0			0			0	0		
g14952	Scaffolds_6	+	1	0			0			0	0		
g4064	Scaffolds_17	-	4	3	1044770	1045813	1044			0	0	1043830	1043961
g9007	Scaffolds_24	-	3	2			0			0	0	500292	500356
g4816	Scaffolds_18	-	1	0			0			0	0		
g5807	Scaffolds_19	-	1	0			0			0	0		
g7198	Scaffolds_21	-	3	2			0			0	0	677101	678965
g4875	Scaffolds_18	+	1	0			0			0	0		
g13518	Scaffolds_33	+	1	0			0			0	0		
g9028	Scaffolds_24	+	1	0			0			0	0		
g3666	Scaffolds_16	+	4	3			0	1095595	1095795	201	0	1094229	1094293
g6656	Scaffolds_20	-	1	0			0			0	0		
g4698	Scaffolds_18	+	2	1			0	1697274	1697294	21	0	1697099	1697165
g12967	Scaffolds_33	+	3	2			0			0	0	626608	626766
g2156	Scaffolds_14	-	1	0			0			0	0		
g3480	Scaffolds_16	-	1	0			0			0	0		
g9716	Scaffolds_25	-	1	0			0			0	0		
g6418	Scaffolds_2	-	1	0			0			0	0		
g3978	Scaffolds_17	-	1	0			0			0	0		
g15031	Scaffolds_6	-	1	0			0			0	0		
g2567	Scaffolds_14	-	3	2	1732467	1732621	155			0	0	1731465	1731659
g10033	Scaffolds_26	+	1	0			0			0	0		
g14168	Scaffolds_4	-	1	0			0			0	0		
g13998	Scaffolds_4	-	4	3	1544753	1545037	285			0	0	1543638	1543936
g12352	Scaffolds_31	+	1	0			0			0	0		
g1781	Scaffolds_13	-	2	1			0			0	0	145692	145849
g11259	Scaffolds_29	+	5	4			0	2501961	2503444	1484	0	2500816	2500892
g15751	Scaffolds_8	-	7	6	1484081	1484502	422			0	0	1482257	1482337
g5022	Scaffolds_18	-	1	0			0			0	0		
g11376	Scaffolds_29	-	1	0			0			0	0		
g4475	Scaffolds_18	+	1	0			0	874455	879828	5374	0		
g10358	Scaffolds_27	-	1	0			0			0	0		
g12361	Scaffolds_31	+	1	0			0			0	0		
g13699	Scaffolds_4	-	4	3	355261	355376	116			0	0	354363	354465
g13346	Scaffolds_33	-	1	0			0			0	0		
g15788	Scaffolds_8	-	2	1			0			0	0	1601801	1601859
g5649	Scaffolds_19	-	3	2			0			0	0	1107324	1107403
g8135	Scaffolds_22	-	3	2	1284372	1284756	385			0	0	1283832	1283942
g5787	Scaffolds_19	+	2	1			0			0	0	1615133	1615365
g14799	Scaffolds_5	+	2	1			0	865581	866289	709	0	864721	865505
g8180	Scaffolds_22	-	2	1	1421023	1421363	341			0	0	1420796	1420843
g10246	Scaffolds_26	+	1	0			0			0	0		
g10003	Scaffolds_26	-	1	0			0			0	0		
g2812	Scaffolds_15	+	1	0			0			0	0		
g15800	Scaffolds_8	+	1	0			0			0	0		
g7779	Scaffolds_22	+	1	0			0			0	0		
g4919	Scaffolds_18	+	1	0			0	2467638	2468675	1038	0		
g1848	Scaffolds_13	-	1	0			0			0	0		
g3131	Scaffolds_15	+	1	0			0			0	0		
g1048	Scaffolds_10	-	3	2	820639	822098	1460			0	0	820008	820140
g5202	Scaffolds_18	-	5	4	3564773	3565278	506			0	0	3562876	3562977
g12663	Scaffolds_32	-	1	0			0			0	0		
g1921	Scaffolds_13	+	1	0			0			0	0		
g15257	Scaffolds_7	+	1	0			0			0	0		
g13559	Scaffolds_33	+	1	0			0			0	0		
g11627	Scaffolds_3	+	1	0			0			0	0		
g3163	Scaffolds_15	-	1	0			0			0	0		
g8670	Scaffolds_23	-	1	0			0			0	0		
g14653	Scaffolds_5	+	1	0			0			0	0		
g7350	Scaffolds_21	-	1	0			0			0	0		
g6819	Scaffolds_20	-	1	0			0			0	0		
g10667	Scaffolds_29	+	1	0			0			0	0		
g8530	Scaffolds_23	+	3	2			0	747562	747587	26	0	746542	746776
g1709	Scaffolds_11	+	1	0			0			0	0		
g4547	Scaffolds_18	+	1	0			0			0	0		
g4343	Scaffolds_18	+	1	0			0			0	0		
g697	Scaffolds_1	-	7	6	801111	803517	2407			0	0	799310	799712
g10077	Scaffolds_26	+	7	6			0	1302511	1303634	1124	0	1300454	1300563
g1002	Scaffolds_10	+	4	3			0	685121	685312	192	0	684320	684425
g516	Scaffolds_1	+	3	2			0	181973	182219	247	0	181472	181553
g13800	Scaffolds_4	-	1	0			0			0	0		
g3504	Scaffolds_16	+	1	0			0			0	0		
g15667	Scaffolds_8	+	1	0			0			0	0		
g15542	Scaffolds_8	-	3	2			0			0	0	673091	673183
g3247	Scaffolds_15	-	1	0			0			0	0		
g16018	Scaffolds_9	-	1	0			0			0	0		
g661	Scaffolds_1	-	1	0			0			0	0		
g14465	Scaffolds_4	-	1	0			0			0	0		
g9312	Scaffolds_24	-	1	0			0			0	0		
g2824	Scaffolds_15	-	2	1	853687	854106	420			0	0	853364	853458
g13802	Scaffolds_4	-	1	0			0			0	0		
g8134	Scaffolds_22	+	3	2			0			0	0	1281837	1281906
g14692	Scaffolds_5	-	1	0			0			0	0		
g11993	Scaffolds_3	+	2	1			0			0	0	1882329	1882538
g550	Scaffolds_1	-	1	0			0			0	0		
g15459	Scaffolds_8	+	2	1			0	380643	381357	715	0	380230	380289
g13085	Scaffolds_33	-	3	2	1029576	1029729	154			0	0	1028914	1029006
g395	Scaffolds_0	-	1	0			0			0	0		
g11487	Scaffolds_3	+	2	1			0	94578	95939	1362	0	94470	94531
g7566	Scaffolds_21	-	3	2	2020928	2021450	523			0	0	2020580	2020745
g1629	Scaffolds_11	-	1	0			0			0	0		
g4585	Scaffolds_18	-	3	2	1236408	1238334	1927			0	0	1235977	1236046
g1701	Scaffolds_11	-	1	0			0			0	0		
g15007	Scaffolds_6	-	1	0			0			0	0		
g1946	Scaffolds_13	+	1	0			0			0	0		
g1602	Scaffolds_11	-	1	0			0			0	0		
g3028	Scaffolds_15	+	2	1			0			0	0	1745680	1745923
g8625	Scaffolds_23	+	1	0			0			0	0		
g443	Scaffolds_0	-	3	2			0			0	0	1661761	1661869
g14923	Scaffolds_5	+	1	0			0			0	0		
g13958	Scaffolds_4	+	2	1			0			0	0	1420386	1420510
g5322	Scaffolds_19	-	2	1			0			0	0	102586	102694
g6758	Scaffolds_20	-	1	0			0			0	0		
g12233	Scaffolds_31	-	2	1			0			0	0	184232	184342
g4796	Scaffolds_18	-	1	0			0			0	0		
g12836	Scaffolds_33	-	1	0			0			0	0		
g8728	Scaffolds_23	-	2	1			0			0	0	1616929	1617178
g11906	Scaffolds_3	-	1	0			0			0	0		
g13913	Scaffolds_4	-	5	4	1254932	1255078	147			0	0	1253434	1253591
g2106	Scaffolds_14	+	1	0			0			0	0		
g3205	Scaffolds_15	-	1	0			0			0	0		
g801	Scaffolds_1	-	1	0			0			0	0		
g2851	Scaffolds_15	-	4	3	1011496	1012612	1117			0	0	1010003	1010204
g15235	Scaffolds_7	-	2	1			0			0	0	132874	133100
g5173	Scaffolds_18	+	1	0			0			0	0		
g4583	Scaffolds_18	+	1	0			0			0	0		
g9894	Scaffolds_26	+	2	1			0	643041	644487	1447	0	642659	642849
g14054	Scaffolds_4	+	2	1			0	1754116	1754801	686	0	1753812	1754003
g3934	Scaffolds_17	-	1	0			0			0	0		
g15891	Scaffolds_9	+	1	0			0			0	0		
g12270	Scaffolds_31	-	2	1	326108	326200	93			0	0	325517	325842
g3025	Scaffolds_15	-	1	0			0			0	0		
g7495	Scaffolds_21	-	2	1	1730744	1731906	1163			0	0	1730302	1730386
g1143	Scaffolds_10	-	4	3			0			0	0	1162341	1162394
g8211	Scaffolds_22	+	1	0			0			0	0		
g14220	Scaffolds_4	+	3	2			0			0	0	2369965	2370065
g5380	Scaffolds_19	+	3	2			0	273781	274406	626	0	272786	272836
g6339	Scaffolds_2	-	1	0			0			0	0		
g13186	Scaffolds_33	+	3	2			0	1442758	1443126	369	0	1442015	1442264
g2528	Scaffolds_14	+	1	0			0			0	0		
g4023	Scaffolds_17	-	4	3			0			0	0	918284	918364
g3265	Scaffolds_15	-	1	0			0			0	0		
g10684	Scaffolds_29	-	1	0			0			0	0		
g3140	Scaffolds_15	+	1	0			0			0	0		
g15643	Scaffolds_8	+	3	2			0	1010429	1010567	139	0	1009844	1010103
g3624	Scaffolds_16	-	1	0			0			0	0		
g9523	Scaffolds_25	+	1	0			0			0	0		
g7210	Scaffolds_21	-	6	5			0			0	0	727159	727332
g5450	Scaffolds_19	-	3	2	485000	485151	152			0	0	484539	484709
g14906	Scaffolds_5	+	1	0			0			0	0		
g4229	Scaffolds_17	-	2	1			0			0	0	1612413	1612528
g1989	Scaffolds_13	-	1	0			0			0	0		
g15323	Scaffolds_7	-	2	1			0			0	0	447512	447582
g2927	Scaffolds_15	+	2	1			0	1334948	1336594	1647	0	1334525	1334649
g7666	Scaffolds_21	+	1	0			0			0	0		
g1464	Scaffolds_11	-	2	1	711564	711845	282			0	0	711154	711545
g7403	Scaffolds_21	-	2	1	1357226	1357446	221			0	0	1356766	1356962
g9323	Scaffolds_24	+	1	0			0	1864300	1864802	503	0		
g2536	Scaffolds_14	+	1	0			0			0	0		
g2543	Scaffolds_14	-	7	6			0			0	0	1679244	1679383
g13817	Scaffolds_4	-	1	0			0			0	0		
g10371	Scaffolds_27	+	1	0			0			0	0		
g15564	Scaffolds_8	-	2	1			0			0	0	766231	766404
g1419	Scaffolds_11	-	1	0	573747	574642	896			0	0		
g3314	Scaffolds_15	-	1	0			0			0	0		
g799	Scaffolds_1	+	1	0			0			0	0		
g10642	Scaffolds_29	-	1	0			0			0	0		
g7594	Scaffolds_21	+	1	0			0			0	0		
g2494	Scaffolds_14	-	3	2			0			0	0	1506603	1506893
g217	Scaffolds_0	-	1	0			0			0	0		
g8686	Scaffolds_23	+	3	2			0	1350587	1350885	299	0	1349645	1349717
g5002	Scaffolds_18	-	1	0			0			0	0		
g934	Scaffolds_10	+	1	0			0			0	0		
g8856	Scaffolds_23	+	1	0			0			0	0		
g7369	Scaffolds_21	-	4	3			0			0	0	1243282	1243462
g5688	Scaffolds_19	-	1	0			0			0	0		
g9308	Scaffolds_24	+	1	0			0			0	0		
g4740	Scaffolds_18	+	1	0			0			0	0		
g2323	Scaffolds_14	-	4	3	884211	885040	830			0	0	883161	883210
g4369	Scaffolds_18	-	1	0			0			0	0		
g11947	Scaffolds_3	-	1	0			0			0	0		
g10545	Scaffolds_28	-	1	0			0			0	0		
g12171	Scaffolds_30	-	1	0			0			0	0		
g14972	Scaffolds_6	-	4	3			0			0	0	97442	97628
g13360	Scaffolds_33	+	6	5			0	2137491	2137689	199	0	2135797	2135960
g1562	Scaffolds_11	-	1	0			0			0	0		
g624	Scaffolds_1	+	1	0			0			0	0		
g3064	Scaffolds_15	-	1	0			0			0	0		
g15622	Scaffolds_8	-	4	3			0			0	0	952105	952167
g15904	Scaffolds_9	-	3	2			0			0	0	245848	245888
g9216	Scaffolds_24	-	1	0			0			0	0		
