query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g9470.t1	157072.XP_008870975.1	9.69e-55	181.0	COG5230@1|root,KOG3303@2759|Eukaryota	2759|Eukaryota	I	DNA strand elongation involved in nuclear cell cycle DNA replication	GINS1	GO:0000226,GO:0000228,GO:0000278,GO:0000280,GO:0000724,GO:0000725,GO:0000727,GO:0000811,GO:0001701,GO:0001824,GO:0001832,GO:0001833,GO:0003674,GO:0003678,GO:0003774,GO:0003777,GO:0003824,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005657,GO:0005694,GO:0005737,GO:0005856,GO:0005871,GO:0005875,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006271,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006974,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007275,GO:0007346,GO:0008150,GO:0008152,GO:0008283,GO:0008574,GO:0009058,GO:0009059,GO:0009790,GO:0009792,GO:0009987,GO:0010564,GO:0015630,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0022607,GO:0022616,GO:0031261,GO:0031298,GO:0031974,GO:0031981,GO:0032392,GO:0032501,GO:0032502,GO:0032508,GO:0032991,GO:0032993,GO:0033260,GO:0033554,GO:0034641,GO:0034645,GO:0040007,GO:0042623,GO:0043009,GO:0043138,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044786,GO:0045787,GO:0045931,GO:0046483,GO:0048285,GO:0048518,GO:0048522,GO:0048589,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051225,GO:0051276,GO:0051716,GO:0051726,GO:0065007,GO:0070013,GO:0070925,GO:0071103,GO:0071162,GO:0071704,GO:0071840,GO:0090068,GO:0090304,GO:0090307,GO:0140014,GO:0140097,GO:1900087,GO:1901360,GO:1901576,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902292,GO:1902296,GO:1902315,GO:1902319,GO:1902806,GO:1902808,GO:1902850,GO:1902969,GO:1902975,GO:1902983,GO:1903047,GO:1990939,GO:2000045	-	ko:K03232,ko:K10732	-	M00286	-	-	ko00000,ko00002,ko03012,ko03032	-	-	-	Sld5
g9471.t1	1121396.KB893090_gene203	5.35e-14	71.6	COG0824@1|root,COG0824@2|Bacteria,1MZH6@1224|Proteobacteria,42U5E@68525|delta/epsilon subdivisions,2WNSN@28221|Deltaproteobacteria,2MJXA@213118|Desulfobacterales	28221|Deltaproteobacteria	S	Thioesterase-like superfamily	-	-	-	ko:K07107	-	-	-	-	ko00000,ko01000	-	-	-	4HBT,4HBT_2
g9475.t1	102107.XP_008236076.1	4.26e-14	85.9	COG0668@1|root,KOG4629@2759|Eukaryota,37M9C@33090|Viridiplantae,3GE1I@35493|Streptophyta,4JE04@91835|fabids	35493|Streptophyta	M	Mechanosensitive ion channel protein	-	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005886,GO:0005911,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008381,GO:0009506,GO:0015267,GO:0016020,GO:0022803,GO:0022836,GO:0022857,GO:0030054,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0071944,GO:0098588,GO:0098805	-	ko:K22048	-	-	-	-	ko00000,ko02000	1.A.23.4	-	-	MS_channel
g9479.t1	554065.XP_005849739.1	1.71e-17	97.1	COG0668@1|root,KOG4629@2759|Eukaryota,37M9C@33090|Viridiplantae,34MGG@3041|Chlorophyta	3041|Chlorophyta	M	mechanosensitive ion channel	-	-	-	ko:K22048	-	-	-	-	ko00000,ko02000	1.A.23.4	-	-	MS_channel
g9482.t1	554065.XP_005849739.1	5.58e-20	105.0	COG0668@1|root,KOG4629@2759|Eukaryota,37M9C@33090|Viridiplantae,34MGG@3041|Chlorophyta	3041|Chlorophyta	M	mechanosensitive ion channel	-	-	-	ko:K22048	-	-	-	-	ko00000,ko02000	1.A.23.4	-	-	MS_channel
g9485.t1	203908.EGG12294	7.71e-14	85.1	COG0668@1|root,KOG4629@2759|Eukaryota,38H8F@33154|Opisthokonta,3NUXS@4751|Fungi,3V01C@5204|Basidiomycota,2YDES@29000|Pucciniomycotina	4751|Fungi	M	Mechanosensitive ion channel	-	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006884,GO:0008150,GO:0008324,GO:0008361,GO:0008381,GO:0009987,GO:0012505,GO:0015075,GO:0015085,GO:0015267,GO:0015275,GO:0015318,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022803,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0031224,GO:0032535,GO:0034220,GO:0042592,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046873,GO:0048471,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071840,GO:0072503,GO:0072507,GO:0072511,GO:0090066,GO:0097038,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0140135	-	ko:K22048	-	-	-	-	ko00000,ko02000	1.A.23.4	-	-	MS_channel
g9487.t1	3711.Bra013036.1-P	1.31e-11	78.2	COG0668@1|root,KOG4629@2759|Eukaryota,37M9C@33090|Viridiplantae,3GE1I@35493|Streptophyta,3HQUT@3699|Brassicales	35493|Streptophyta	M	mechanosensitive ion channel	-	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008381,GO:0015267,GO:0016020,GO:0022803,GO:0022836,GO:0022857,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	ko:K22048	-	-	-	-	ko00000,ko02000	1.A.23.4	-	-	MS_channel
g9488.t1	28583.AMAG_02186T0	1.43e-05	57.0	COG5422@1|root,KOG4424@2759|Eukaryota,39KMG@33154|Opisthokonta,3Q50Q@4751|Fungi	4751|Fungi	T	RhoGEF domain	-	-	-	-	-	-	-	-	-	-	-	-	RhoGEF
g9489.t1	242159.ABO99447	5.29e-21	107.0	28S76@1|root,2QYWQ@2759|Eukaryota,3848W@33090|Viridiplantae,34NZW@3041|Chlorophyta	3041|Chlorophyta	S	Urb2/Npa2 family	-	-	-	-	-	-	-	-	-	-	-	-	Sulfotransfer_2,Urb2
g9491.t1	2880.D7G7L9	7.56e-07	61.2	2CMK1@1|root,2QQM8@2759|Eukaryota	2759|Eukaryota	S	cytoskeleton-dependent intracellular transport	HOOK3	GO:0000226,GO:0000242,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005801,GO:0005813,GO:0005815,GO:0005856,GO:0006810,GO:0006897,GO:0006996,GO:0007010,GO:0007017,GO:0007032,GO:0007033,GO:0007034,GO:0007040,GO:0007041,GO:0007097,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007568,GO:0008017,GO:0008092,GO:0008104,GO:0008150,GO:0008283,GO:0008333,GO:0008340,GO:0009653,GO:0009887,GO:0009987,GO:0010256,GO:0010259,GO:0010721,GO:0012505,GO:0015630,GO:0015631,GO:0016043,GO:0016050,GO:0016192,GO:0016482,GO:0017016,GO:0017137,GO:0019827,GO:0019899,GO:0021846,GO:0022008,GO:0022027,GO:0030154,GO:0030182,GO:0030705,GO:0030900,GO:0031122,GO:0031267,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032991,GO:0033036,GO:0033365,GO:0034451,GO:0034452,GO:0034453,GO:0034454,GO:0034613,GO:0042051,GO:0042461,GO:0042462,GO:0042802,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044380,GO:0044422,GO:0044424,GO:0044430,GO:0044431,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0045022,GO:0045202,GO:0045466,GO:0045467,GO:0045503,GO:0045505,GO:0045595,GO:0045596,GO:0046530,GO:0046907,GO:0048468,GO:0048513,GO:0048519,GO:0048523,GO:0048592,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0051020,GO:0051093,GO:0051179,GO:0051234,GO:0051239,GO:0051241,GO:0051640,GO:0051641,GO:0051645,GO:0051647,GO:0051649,GO:0051656,GO:0051959,GO:0051960,GO:0051961,GO:0060284,GO:0060322,GO:0061351,GO:0065007,GO:0070695,GO:0070727,GO:0071539,GO:0071840,GO:0072393,GO:0072698,GO:0080171,GO:0090596,GO:0097150,GO:0097435,GO:0097708,GO:0098657,GO:0098727,GO:0098927,GO:1905508,GO:2000026	-	ko:K16536,ko:K16611,ko:K16612	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	HOOK
g9492.t1	28737.XP_006879358.1	4.48e-07	58.2	KOG2979@1|root,KOG2979@2759|Eukaryota,39X8X@33154|Opisthokonta,3BFQH@33208|Metazoa,3CZBD@33213|Bilateria,483N0@7711|Chordata,495KQ@7742|Vertebrata,3JCUN@40674|Mammalia,34Z1V@311790|Afrotheria	33208|Metazoa	S	E3 SUMO-protein ligase NSE2	NSMCE2	GO:0000722,GO:0000723,GO:0000724,GO:0000725,GO:0000781,GO:0000793,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006312,GO:0006464,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007063,GO:0007088,GO:0007346,GO:0007568,GO:0007569,GO:0008150,GO:0008152,GO:0009896,GO:0009987,GO:0010564,GO:0010638,GO:0010965,GO:0016043,GO:0016604,GO:0016605,GO:0016740,GO:0016925,GO:0018193,GO:0018205,GO:0019538,GO:0019787,GO:0019789,GO:0030071,GO:0030915,GO:0031331,GO:0031974,GO:0031981,GO:0032200,GO:0032270,GO:0032436,GO:0032446,GO:0032502,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0033554,GO:0034091,GO:0034093,GO:0034182,GO:0034184,GO:0034641,GO:0036211,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045732,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045876,GO:0045931,GO:0046483,GO:0048518,GO:0048522,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051247,GO:0051276,GO:0051716,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0060249,GO:0062033,GO:0065007,GO:0065008,GO:0070013,GO:0070647,GO:0071704,GO:0071840,GO:0090068,GO:0090304,GO:0090398,GO:0098687,GO:0106068,GO:0140096,GO:1901360,GO:1901564,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902494,GO:1903052,GO:1903364,GO:1905818,GO:1905820,GO:1990234,GO:2001252	-	-	-	-	-	-	-	-	-	-	zf-Nse
g9493.t1	221359.RS9916_37367	5.61e-10	69.7	COG0477@1|root,COG2814@2|Bacteria,1G41I@1117|Cyanobacteria,1GZYI@1129|Synechococcus	1117|Cyanobacteria	EGP	Major facilitator superfamily	-	-	-	ko:K08151	-	M00668	-	-	ko00000,ko00002,ko01504,ko02000	2.A.1.2.38,2.A.1.2.39,2.A.1.2.4,2.A.1.2.41,2.A.1.2.68,2.A.1.2.75	-	-	MFS_1,Sugar_tr
g9495.t1	159749.K0TKR9	5.25e-256	751.0	COG4301@1|root,2QS9T@2759|Eukaryota,2XBIR@2836|Bacillariophyta	2836|Bacillariophyta	S	Sulfatase-modifying factor enzyme 1	-	-	-	-	-	-	-	-	-	-	-	-	FGE-sulfatase,Methyltransf_23
g9496.t1	5932.XP_004030188.1	2.77e-42	166.0	KOG0598@1|root,KOG0598@2759|Eukaryota	2759|Eukaryota	H	protein serine/threonine kinase activity	-	-	2.7.11.1,2.7.11.11	ko:K04345,ko:K13303,ko:K19800	ko01522,ko04010,ko04014,ko04020,ko04024,ko04062,ko04068,ko04113,ko04114,ko04138,ko04140,ko04151,ko04211,ko04213,ko04261,ko04270,ko04310,ko04340,ko04341,ko04371,ko04530,ko04540,ko04611,ko04713,ko04714,ko04720,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04740,ko04742,ko04750,ko04910,ko04911,ko04912,ko04913,ko04914,ko04915,ko04916,ko04918,ko04919,ko04921,ko04922,ko04923,ko04924,ko04925,ko04926,ko04927,ko04934,ko04961,ko04962,ko04970,ko04971,ko04976,ko05012,ko05020,ko05030,ko05031,ko05032,ko05110,ko05146,ko05165,ko05166,ko05169,ko05200,ko05203,ko05205,ko05414,map01522,map04010,map04014,map04020,map04024,map04062,map04068,map04113,map04114,map04138,map04140,map04151,map04211,map04213,map04261,map04270,map04310,map04340,map04341,map04371,map04530,map04540,map04611,map04713,map04714,map04720,map04723,map04724,map04725,map04726,map04727,map04728,map04740,map04742,map04750,map04910,map04911,map04912,map04913,map04914,map04915,map04916,map04918,map04919,map04921,map04922,map04923,map04924,map04925,map04926,map04927,map04934,map04961,map04962,map04970,map04971,map04976,map05012,map05020,map05030,map05031,map05032,map05110,map05146,map05165,map05166,map05169,map05200,map05203,map05205,map05414	M00695	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko03019,ko03036	-	-	-	Pkinase
g9504.t1	157072.XP_008863956.1	1.18e-159	454.0	KOG0594@1|root,KOG0594@2759|Eukaryota	2759|Eukaryota	G	cyclin-dependent protein serine/threonine kinase activity	CDK18	GO:0000003,GO:0000075,GO:0000077,GO:0000082,GO:0000083,GO:0000086,GO:0000122,GO:0000226,GO:0000278,GO:0000302,GO:0000307,GO:0000308,GO:0001700,GO:0002009,GO:0002164,GO:0002165,GO:0002168,GO:0002790,GO:0002791,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004693,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005768,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0005886,GO:0005979,GO:0006109,GO:0006139,GO:0006259,GO:0006260,GO:0006325,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006897,GO:0006907,GO:0006909,GO:0006950,GO:0006974,GO:0006977,GO:0006979,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007089,GO:0007093,GO:0007098,GO:0007099,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007267,GO:0007275,GO:0007276,GO:0007283,GO:0007346,GO:0007399,GO:0007552,GO:0008021,GO:0008150,GO:0008152,GO:0008284,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009896,GO:0009898,GO:0009914,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010389,GO:0010468,GO:0010506,GO:0010507,GO:0010508,GO:0010556,GO:0010558,GO:0010562,GO:0010563,GO:0010564,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0010675,GO:0010677,GO:0010817,GO:0010906,GO:0010948,GO:0010962,GO:0012505,GO:0015030,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016192,GO:0016239,GO:0016241,GO:0016242,GO:0016301,GO:0016310,GO:0016569,GO:0016570,GO:0016572,GO:0016604,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019216,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019897,GO:0019898,GO:0019904,GO:0019953,GO:0019954,GO:0022008,GO:0022402,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0023061,GO:0030030,GO:0030072,GO:0030111,GO:0030133,GO:0030154,GO:0030182,GO:0030252,GO:0030330,GO:0030332,GO:0030424,GO:0030425,GO:0030435,GO:0030587,GO:0031023,GO:0031152,GO:0031156,GO:0031157,GO:0031175,GO:0031234,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031330,GO:0031331,GO:0031410,GO:0031505,GO:0031570,GO:0031571,GO:0031647,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0031981,GO:0031982,GO:0032101,GO:0032104,GO:0032107,GO:0032501,GO:0032502,GO:0032504,GO:0032878,GO:0032879,GO:0032880,GO:0032881,GO:0032885,GO:0032940,GO:0032991,GO:0033554,GO:0034599,GO:0034614,GO:0034641,GO:0034645,GO:0035556,GO:0035690,GO:0036211,GO:0036477,GO:0040007,GO:0042127,GO:0042221,GO:0042493,GO:0042594,GO:0042763,GO:0042764,GO:0042770,GO:0042886,GO:0042995,GO:0043005,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043255,GO:0043412,GO:0043433,GO:0043467,GO:0043900,GO:0043934,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044451,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044764,GO:0044770,GO:0044772,GO:0044773,GO:0044774,GO:0044783,GO:0044819,GO:0044839,GO:0044843,GO:0045202,GO:0045229,GO:0045719,GO:0045786,GO:0045787,GO:0045834,GO:0045892,GO:0045912,GO:0045930,GO:0045931,GO:0045934,GO:0045936,GO:0045937,GO:0046483,GO:0046879,GO:0046883,GO:0046889,GO:0046890,GO:0046903,GO:0048232,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048589,GO:0048609,GO:0048646,GO:0048666,GO:0048699,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050708,GO:0050789,GO:0050793,GO:0050794,GO:0050796,GO:0050848,GO:0050849,GO:0050896,GO:0051046,GO:0051049,GO:0051090,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051223,GO:0051234,GO:0051252,GO:0051253,GO:0051276,GO:0051298,GO:0051321,GO:0051703,GO:0051704,GO:0051716,GO:0051726,GO:0060176,GO:0060255,GO:0060341,GO:0060429,GO:0060828,GO:0060968,GO:0061178,GO:0061695,GO:0062012,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070382,GO:0070873,GO:0070874,GO:0070887,GO:0070925,GO:0071071,GO:0071073,GO:0071156,GO:0071158,GO:0071241,GO:0071496,GO:0071554,GO:0071555,GO:0071702,GO:0071704,GO:0071705,GO:0071731,GO:0071732,GO:0071840,GO:0071852,GO:0071944,GO:0072331,GO:0072395,GO:0072401,GO:0072413,GO:0072422,GO:0072431,GO:0080090,GO:0080134,GO:0080135,GO:0090068,GO:0090087,GO:0090276,GO:0090304,GO:0090702,GO:0097124,GO:0097366,GO:0097447,GO:0097458,GO:0097472,GO:0097708,GO:0098534,GO:0098552,GO:0098562,GO:0098630,GO:0098657,GO:0098743,GO:0098793,GO:0099120,GO:0099503,GO:0120025,GO:0120036,GO:0120038,GO:0140096,GO:1900087,GO:1901360,GO:1901564,GO:1901576,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901796,GO:1901987,GO:1901988,GO:1901989,GO:1901990,GO:1901991,GO:1901992,GO:1902170,GO:1902400,GO:1902402,GO:1902403,GO:1902494,GO:1902531,GO:1902532,GO:1902554,GO:1902679,GO:1902749,GO:1902806,GO:1902807,GO:1902808,GO:1902911,GO:1903047,GO:1903506,GO:1903507,GO:1903530,GO:1903725,GO:1903727,GO:1990234,GO:1990860,GO:2000045,GO:2000112,GO:2000113,GO:2000134,GO:2001141	2.7.11.1,2.7.11.22	ko:K04563,ko:K06655,ko:K07760,ko:K08282,ko:K08820,ko:K08821,ko:K15594,ko:K15595,ko:K15596	ko04011,ko04111,ko04113,ko04138,ko05202,map04011,map04111,map04113,map04138,map05202	M00692,M00693	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko03019	-	-	-	Pkinase
g9505.t1	242159.ABP00953	1.89e-46	166.0	COG5536@1|root,KOG0529@2759|Eukaryota,37NUA@33090|Viridiplantae,34KGG@3041|Chlorophyta	3041|Chlorophyta	O	Protein prenyltransferase alpha subunit repeat	-	-	2.5.1.60	ko:K14050	-	-	-	-	ko00000,ko01000,ko01006,ko04131	-	-	-	PPTA
g9506.t1	164328.Phyra77983	5.64e-22	101.0	COG0676@1|root,KOG3374@1|root,KOG1594@2759|Eukaryota,KOG3374@2759|Eukaryota,3Q9YM@4776|Peronosporales	4776|Peronosporales	G	Aldose 1-epimerase	-	-	5.1.3.15	ko:K01792	ko00010,ko01100,ko01110,ko01120,ko01130,map00010,map01100,map01110,map01120,map01130	-	R02739	RC00563	ko00000,ko00001,ko01000	-	-	-	Aldose_epim,Pyrid_oxidase_2
g9508.t1	35720.XP_003651319.1	4.46e-75	254.0	KOG1872@1|root,KOG1872@2759|Eukaryota,38F2F@33154|Opisthokonta,3NUIQ@4751|Fungi,3QMX4@4890|Ascomycota,216UQ@147550|Sordariomycetes,3U6NX@5139|Sordariales,3HB07@35718|Chaetomiaceae	4751|Fungi	O	Belongs to the peptidase C19 family	UBP6	GO:0000502,GO:0003674,GO:0003824,GO:0004843,GO:0005575,GO:0005622,GO:0005623,GO:0005838,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009892,GO:0009894,GO:0009895,GO:0009987,GO:0010498,GO:0010605,GO:0016579,GO:0016787,GO:0019222,GO:0019538,GO:0019783,GO:0019941,GO:0022624,GO:0030162,GO:0030163,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0032268,GO:0032269,GO:0032991,GO:0036211,GO:0036459,GO:0042176,GO:0042177,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0045861,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051603,GO:0060255,GO:0061136,GO:0065007,GO:0070011,GO:0070646,GO:0070647,GO:0071704,GO:0072671,GO:0080090,GO:0101005,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901799,GO:1902494,GO:1903050,GO:1903051,GO:1903362,GO:1903363,GO:1905368,GO:1905369	3.4.19.12	ko:K11843	-	-	-	-	ko00000,ko01000,ko01002,ko04121	-	-	-	UCH,ubiquitin
